ts;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;D
1587482481354;245;215;209;199;227;246;223;230;244;239;243;248;250;251;264;261;0
1587482481390;231;208;207;201;225;245;223;230;245;240;244;248;249;249;263;261;35
1587482481425;232;209;208;201;225;244;222;229;245;241;244;249;250;249;262;260;35
1587482481462;231;209;208;202;226;244;222;228;243;240;244;249;251;251;263;260;35
1587482481497;230;207;208;202;227;246;223;229;243;238;243;248;251;251;264;261;35
1587482481533;230;207;207;201;226;246;224;230;244;239;243;248;249;250;264;262;35
1587482481568;232;208;207;201;225;244;223;230;245;241;244;248;249;249;263;261;35
1587482481605;232;209;208;201;225;244;222;229;244;241;245;249;250;249;263;260;35
1587482481640;230;208;208;202;226;245;222;229;243;239;244;249;251;251;264;261;35
1587482481676;230;207;207;202;227;246;223;229;243;238;243;248;250;251;264;261;35
1587482481715;231;207;207;201;225;246;223;230;245;240;243;248;249;249;264;261;35
1587482481747;232;209;207;201;225;244;223;229;245;241;244;248;249;249;263;260;35
1587482481782;231;209;208;202;226;244;222;228;244;240;244;249;251;250;263;260;35
1587482481818;230;208;208;202;227;246;223;228;243;239;244;248;251;251;264;260;35
1587482481853;230;207;207;201;226;246;223;229;244;239;243;248;250;251;264;261;35
1587482481889;231;208;207;201;225;245;223;230;245;240;244;248;249;249;263;261;35
1587482481925;232;209;208;201;225;244;222;229;244;241;244;248;250;249;263;260;35
1587482481961;231;209;208;202;226;245;222;228;243;239;244;249;251;250;263;260;35
1587482481996;230;207;207;202;227;246;223;229;243;238;243;248;251;251;264;261;35
1587482482032;230;207;207;201;226;246;223;229;244;239;243;248;249;250;264;261;35
1587482482068;232;208;207;201;225;244;223;230;245;241;244;248;249;249;263;261;35
1587482482104;232;209;208;201;225;244;222;229;244;240;245;249;250;250;263;260;35
1587482482139;230;208;208;202;226;245;222;228;243;239;244;249;251;251;264;260;35
1587482482175;230;207;207;201;226;246;223;229;243;238;243;248;250;251;264;261;35
1587482482210;231;207;207;201;225;245;223;230;245;240;244;248;249;249;263;261;35
1587482482247;232;209;208;201;225;244;222;229;245;241;244;248;249;249;263;260;35
1587482482282;231;209;208;202;226;244;222;228;243;240;244;249;251;250;263;260;35
1587482482318;230;208;208;202;227;246;223;229;243;239;244;248;251;251;264;261;35
1587482482353;230;207;207;201;226;246;224;229;244;239;243;248;249;250;264;261;35
1587482482389;231;208;207;200;225;245;223;230;245;240;244;248;249;249;263;261;35
1587482482425;232;209;208;201;225;244;222;229;244;241;245;249;250;249;262;260;35
1587482482460;231;208;208;202;226;245;222;228;243;239;244;249;251;251;264;260;35
1587482482496;230;207;207;202;227;246;223;229;243;238;243;248;251;251;264;261;35
1587482482532;230;207;207;201;226;246;223;229;244;239;244;247;249;250;264;261;35
1587482482568;232;208;207;201;224;244;223;229;245;241;244;248;249;249;263;261;35
1587482482603;231;209;208;202;225;244;222;229;244;240;244;249;250;250;263;260;35
1587482482639;230;208;208;202;227;246;222;228;243;239;244;249;251;251;264;261;35
1587482482675;230;207;207;201;227;246;223;229;244;239;243;248;250;251;264;261;35
1587482482711;231;207;207;201;225;245;223;230;245;240;243;248;249;249;263;261;35
1587482482749;232;209;208;201;225;244;222;229;245;241;244;248;249;249;263;260;35
1587482482782;231;209;208;202;226;244;222;228;243;240;244;249;251;250;263;260;35
1587482482817;230;207;208;202;227;246;223;229;243;238;243;248;251;251;264;261;35
1587482482853;230;207;207;201;226;246;224;229;244;239;243;248;249;250;264;261;35
1587482482889;231;208;207;200;225;244;223;230;245;240;244;248;249;249;263;261;35
1587482482925;232;209;208;201;225;244;222;229;244;240;245;249;250;249;263;260;35
1587482482960;230;208;208;202;226;245;223;228;243;239;244;249;251;251;263;260;35
1587482482996;230;207;207;202;227;246;223;229;243;238;243;248;250;251;264;261;35
1587482483032;230;207;207;201;226;245;224;230;244;240;243;247;249;250;264;261;35
1587482483068;232;209;208;201;224;244;223;229;245;240;244;248;249;249;263;260;35
1587482483103;231;209;208;201;225;244;222;228;244;240;244;249;250;250;263;260;35
1587482483139;230;208;208;202;227;245;222;228;243;239;244;249;251;251;264;261;35
1587482483174;230;207;207;201;226;246;223;229;244;239;243;248;250;250;264;261;35
1587482483210;231;208;207;201;225;245;223;230;245;240;244;248;249;249;263;261;35
1587482483246;232;209;208;201;225;244;222;229;244;241;244;248;249;249;262;260;35
1587482483283;231;209;208;202;226;245;222;228;243;240;244;249;251;250;263;260;35
1587482483317;230;207;207;202;227;246;223;229;243;238;243;248;251;251;264;261;35
1587482483353;230;207;207;201;226;246;223;229;244;239;243;248;249;250;264;261;35
1587482483390;232;208;207;201;225;244;223;230;245;241;244;248;249;249;263;261;35
1587482483425;232;209;208;201;225;244;222;229;244;240;245;249;250;249;263;260;35
1587482483460;230;208;208;202;226;245;222;228;243;239;244;249;251;251;263;260;35
1587482483496;230;207;207;202;227;246;223;229;243;238;243;248;250;251;264;261;35
1587482483531;231;207;206;201;225;245;223;230;244;240;243;248;249;250;264;261;35
1587482483567;232;208;207;201;225;244;223;229;245;241;245;248;249;249;263;260;35
1587482483603;231;209;208;202;226;244;222;228;243;240;244;249;251;250;263;260;35
1587482483639;230;208;208;202;227;246;223;229;243;239;244;249;251;251;264;261;35
1587482483674;230;207;207;201;226;246;223;229;244;239;243;248;250;250;264;261;35
1587482483710;231;208;207;201;225;245;223;230;245;240;244;248;249;249;263;261;35
1587482483746;232;209;208;201;225;244;222;229;244;241;244;249;250;249;262;260;35
1587482483781;231;209;208;202;226;245;222;228;243;239;244;249;251;251;263;260;35
1587482483827;230;207;207;202;227;246;223;229;243;238;243;248;251;251;264;261;35
1587482483853;230;207;207;201;226;246;223;229;244;239;243;248;249;250;264;261;35
1587482483889;232;208;207;201;225;244;223;230;245;241;244;248;249;249;263;261;35
1587482483924;232;209;208;201;226;244;222;229;244;240;245;249;251;249;263;260;35
1587482483960;230;208;208;202;227;245;222;228;243;239;244;249;251;251;263;261;35
1587482483997;230;207;207;202;227;246;223;229;244;238;243;248;250;251;264;261;35
1587482484032;231;207;207;201;225;245;224;230;245;240;243;247;249;249;264;261;35
1587482484067;232;209;207;201;225;244;223;229;245;241;244;248;250;249;263;260;35
1587482484103;231;209;208;202;226;244;222;228;243;240;244;249;250;250;263;260;35
1587482484138;230;208;208;202;227;246;223;228;243;239;244;248;251;251;264;261;35
1587482484174;230;207;207;201;226;246;223;230;244;239;243;248;249;250;264;261;35
1587482484210;231;208;207;200;225;245;223;230;245;241;244;248;249;249;263;261;35
1587482484245;232;209;208;201;225;244;222;229;244;241;244;248;250;249;263;260;35
1587482484282;231;208;208;202;226;245;222;228;243;239;244;249;251;251;263;260;35
1587482484317;230;207;207;202;227;246;223;229;243;238;243;248;250;251;264;261;35
1587482484353;230;207;207;201;226;246;223;229;244;239;243;248;249;250;264;261;35
1587482484389;232;208;207;201;225;244;223;229;245;241;244;248;249;249;263;260;35
1587482484424;231;209;208;201;225;244;222;228;244;240;245;249;250;250;263;260;35
1587482484460;230;208;208;202;227;245;222;229;243;239;244;249;251;251;264;260;35
1587482484496;230;207;207;202;227;246;223;229;243;238;243;248;250;251;264;261;35
1587482484533;231;207;207;201;225;245;223;230;245;240;244;248;249;249;263;261;35
1587482484567;232;209;208;201;225;244;222;229;245;241;244;248;249;249;263;260;35
1587482484603;231;209;208;202;226;244;222;229;243;240;244;249;251;250;263;260;35
1587482484639;230;208;208;202;227;246;223;228;243;238;243;249;251;251;264;261;35
1587482484674;230;207;207;201;226;246;223;229;244;239;243;247;249;250;264;261;35
1587482484710;231;208;207;201;225;245;223;230;245;240;244;248;249;249;263;261;35
1587482484745;232;209;208;201;225;244;222;229;244;241;244;249;250;249;263;260;35
1587482484781;231;208;208;202;227;245;222;228;243;239;244;249;251;251;263;260;35
1587482484817;230;207;207;202;227;246;223;229;243;238;243;248;250;251;264;261;35
1587482484852;231;207;207;201;226;245;223;229;244;239;243;247;249;250;264;261;35
1587482484888;232;208;207;201;224;244;223;229;245;240;244;248;249;249;263;260;35
1587482484924;231;209;208;201;225;244;222;229;244;240;244;249;250;250;263;260;35
1587482484959;230;208;208;202;226;246;223;228;243;239;244;249;251;251;264;261;35
1587482484995;230;207;207;201;226;246;223;229;243;239;243;248;250;251;264;261;35
