ts;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;D
1586207496767;234;233;251;257;233;247;243;255;207;227;249;271;208;230;249;261;0
1586207496803;230;225;245;252;210;245;240;251;206;222;243;266;202;230;250;262;35
1586207496840;230;224;243;251;209;246;242;253;207;222;243;264;201;230;251;263;35
1586207496874;232;225;243;250;206;243;241;254;208;223;244;265;201;229;249;262;35
1586207496910;232;227;245;251;206;242;239;251;208;224;245;266;201;229;249;261;35
1586207496945;231;227;246;252;209;243;239;250;207;223;244;266;202;230;250;261;35
1586207496981;229;225;244;252;210;246;241;251;207;222;243;265;202;230;251;262;35
1586207497017;230;225;243;250;208;245;242;253;208;223;243;264;201;229;250;263;35
1586207497052;232;226;244;250;206;242;240;253;208;224;244;265;201;229;249;262;35
1586207497089;232;227;245;251;207;242;238;250;207;224;244;266;202;230;249;261;35
1586207497124;230;226;245;252;209;244;239;250;206;222;244;266;202;230;250;262;35
1586207497160;229;224;243;251;209;246;242;252;207;222;243;265;202;230;251;263;35
1586207497195;231;225;243;250;207;244;242;253;208;223;243;265;201;229;250;262;35
1586207497231;232;227;244;250;206;242;239;252;208;224;244;266;201;229;249;262;35
1586207497267;232;227;245;252;208;243;239;250;207;223;244;266;202;230;249;261;35
1586207497302;230;225;245;252;210;245;240;251;206;222;243;266;202;230;250;262;35
1586207497338;230;224;243;250;209;246;242;253;207;222;243;264;201;230;251;263;35
1586207497374;232;226;243;249;206;243;241;253;208;224;244;265;201;229;249;262;35
1586207497410;232;227;245;251;206;242;238;251;208;223;245;266;202;229;249;261;35
1586207497446;230;227;245;252;209;244;239;250;207;222;244;266;203;230;249;261;35
1586207497481;229;225;244;252;210;246;241;251;206;222;243;265;202;230;250;262;35
1586207497517;230;225;243;250;207;245;242;254;208;223;243;265;201;229;250;263;35
1586207497552;232;226;244;250;206;242;240;253;208;224;244;265;201;229;249;262;35
1586207497588;232;227;245;251;207;242;238;250;207;223;244;266;202;229;249;261;35
