ts;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;D
1586208340379;230;226;243;248;208;247;242;252;208;223;243;264;201;229;250;262;35
1586208340415;232;228;244;247;206;244;239;251;208;224;244;265;201;229;249;261;35
1586208340451;231;229;246;249;207;244;238;248;207;224;244;266;202;230;249;261;35
1586208340487;229;228;246;251;210;246;239;248;206;222;244;266;202;230;250;262;35
1586208340522;229;226;244;249;210;248;241;251;207;222;242;264;202;230;251;262;35
1586208340558;230;227;243;247;207;246;241;252;208;223;243;264;201;229;250;262;35
1586208340594;232;229;245;248;206;243;239;250;208;224;244;265;202;229;249;261;35
1586208340629;231;229;246;250;208;244;238;248;207;223;244;266;202;230;249;261;35
1586208340666;229;227;245;250;210;247;240;248;206;222;243;265;202;230;250;262;35
1586208340701;229;226;243;248;209;247;242;251;207;222;243;264;201;230;250;262;35
1586208340736;231;227;244;247;206;245;241;252;208;224;244;265;201;229;249;262;35
1586208340772;232;229;246;248;207;243;238;249;208;224;245;266;202;229;249;261;35
1586208340808;230;229;246;251;209;245;238;248;207;223;244;266;202;230;250;261;35
1586208340849;228;226;244;250;210;247;241;249;207;222;243;265;202;230;251;262;35
1586208340879;229;226;243;248;208;247;242;252;208;223;243;264;201;230;250;262;35
1586208340915;232;228;244;248;206;244;240;251;208;224;244;265;201;229;249;262;35
1586208340951;231;229;246;249;207;244;238;248;207;224;244;266;202;229;249;261;35
1586208340986;229;228;246;251;210;246;239;248;206;222;244;266;203;230;250;262;35
1586208341022;229;226;244;249;210;248;241;251;207;222;243;265;202;230;250;262;35
1586208341058;230;226;243;247;207;246;241;252;208;223;243;264;201;229;250;262;35
1586208341094;232;229;245;248;206;243;239;250;208;224;244;265;201;229;249;261;35
1586208341129;231;229;246;250;209;244;238;248;207;223;244;266;202;229;249;261;35
1586208341165;229;227;245;250;210;247;240;249;207;222;243;265;202;230;250;262;35
1586208341201;229;226;243;248;209;247;242;251;207;222;242;264;201;230;250;262;35
1586208341236;231;227;244;247;207;245;241;252;208;224;243;264;201;229;249;262;35
1586208341272;232;229;246;248;207;243;238;249;208;224;244;266;202;229;249;261;35
1586208341308;230;229;246;251;209;245;238;248;207;223;244;266;202;230;250;261;35
1586208341343;229;226;244;250;210;247;241;249;207;222;243;265;202;230;250;262;35
1586208341380;230;226;243;248;208;247;242;252;208;223;243;264;201;229;250;263;35
1586208341415;232;228;244;248;206;244;240;251;208;224;244;265;201;229;249;261;35
1586208341451;232;229;246;249;208;244;238;248;208;224;244;266;202;229;249;261;35
1586208341487;229;228;246;250;210;246;239;248;207;222;243;266;202;230;250;262;35
1586208341522;229;226;244;249;210;247;241;250;207;222;243;265;202;230;250;262;35
1586208341558;230;226;243;247;207;246;241;252;208;223;243;264;201;229;250;262;35
1586208341593;232;229;245;248;206;243;239;250;208;224;244;265;202;229;249;261;35
1586208341629;231;229;246;250;208;244;238;248;207;223;244;266;202;229;249;261;35
1586208341665;229;227;245;250;210;247;240;249;206;222;243;265;202;230;250;262;35
1586208341700;229;226;243;248;209;247;242;251;207;222;243;264;201;230;250;263;35
1586208341736;231;227;244;247;207;245;241;252;208;223;244;264;201;229;249;262;35
1586208341772;232;229;246;248;207;243;238;249;208;224;245;266;202;229;249;261;35
1586208341808;230;229;246;251;210;245;238;248;207;223;244;266;202;230;250;261;35
1586208341843;228;226;245;250;210;247;240;249;207;222;243;265;202;230;250;262;35
1586208341879;229;226;243;248;208;247;241;252;208;223;243;264;201;230;250;262;35
1586208341915;232;228;244;247;206;244;240;251;208;224;244;265;201;229;249;261;35
1586208341950;231;229;246;249;207;244;238;248;208;223;244;266;202;229;249;261;35
1586208341986;229;228;246;251;210;246;239;248;207;222;244;266;202;230;250;262;35
1586208342022;229;226;244;249;210;248;241;250;207;222;243;264;202;230;250;262;35
1586208342057;230;226;243;247;207;246;241;252;208;223;243;264;201;229;250;262;35
1586208342093;232;228;245;248;206;243;239;250;208;224;244;265;201;229;249;262;35
1586208342129;231;229;246;250;208;244;238;248;207;223;244;266;202;229;249;261;35
1586208342165;229;227;245;251;210;247;240;249;206;222;243;265;202;230;250;262;35
1586208342200;229;225;243;248;209;247;242;251;207;222;243;264;202;230;250;262;35
1586208342236;231;227;243;247;207;245;241;252;208;223;243;264;201;229;249;262;35
1586208342272;232;229;245;248;207;243;238;249;208;224;244;265;202;229;249;261;35
1586208342307;230;229;246;251;209;245;238;247;207;223;244;266;202;230;249;261;35
1586208342343;228;226;245;250;210;247;241;249;207;222;243;265;202;230;250;262;35
1586208342379;229;226;242;248;208;247;242;252;208;222;243;264;201;229;250;262;35
1586208342415;231;228;244;248;206;244;240;251;208;224;244;265;201;229;249;262;35
